NEP,"NextEra Energy Partners, LP",
Date,Price,Annualized Dividend
10/29/2015,20.120887746421594,0.823
10/29/2015,20.667957305908203,0.823
10/30/2015,20.595550780709598,0.823
10/30/2015,21.126529693603516,0.823
11/02/2015,21.078259095150806,0.823
11/02/2015,21.762094497680664,0.823
11/03/2015,22.022140751163153,0.905
11/03/2015,22.15216064453125,0.905
11/04/2015,22.16841297274559,0.905
11/04/2015,22.655986785888672,0.905
11/05/2015,22.680361373959727,0.905
11/05/2015,22.241544723510742,0.905
11/06/2015,21.90024431230812,0.905
11/06/2015,22.542217254638672,0.905
11/09/2015,22.39594162683679,0.905
11/09/2015,21.729589462280273,0.905
11/10/2015,21.53456022089178,0.905
11/10/2015,22.347185134887695,0.905
11/11/2015,22.420323909173035,0.905
11/11/2015,21.27452278137207,0.905
11/12/2015,20.78695154011816,0.905
11/12/2015,20.624425888061523,0.905
11/13/2015,20.543159889606095,0.905
11/13/2015,20.738189697265625,0.905
11/16/2015,20.738191267139364,0.905
11/16/2015,22.298431396484375,0.905
11/17/2015,22.282178509311,0.905
11/17/2015,21.136377334594727,0.905
11/18/2015,20.900714952168297,0.905
11/18/2015,21.323280334472656,0.905
11/19/2015,21.290776623709633,0.905
11/19/2015,21.372037887573242,0.905
11/20/2015,21.477676893010297,0.905
11/20/2015,21.16887855529785,0.905
11/23/2015,21.055109451121172,0.905
11/23/2015,21.07948875427246,0.905
11/24/2015,21.09574291913005,0.905
11/24/2015,21.89211654663086,0.905
11/25/2015,21.680830949041088,0.905
11/25/2015,21.07948875427246,0.905
11/27/2015,20.965721482937422,0.905
11/27/2015,20.60816764831543,0.905
11/30/2015,20.616296443596788,0.905
11/30/2015,21.014482498168945,0.905
12/01/2015,21.06324079071997,0.905
12/01/2015,20.860084533691406,0.905
12/02/2015,20.705689442445575,0.905
12/02/2015,20.185609817504883,0.905
